id,problem,answer,solution,source,type,created_at
3725,A black witch's hat is in the classic shape of a cone on top of a circular brim. The cone has a slant height of 18 inches and a base radius of 3 inches. The brim has a radius of 5 inches. What is the total surface area of the hat?,,,PUMaC 2007 Geometry Div B #2,geometry,2025-11-25 01:21:04.169342+00
3726,Suppose that ABCD is a rectangle with sides of length 12 and 18 . Let $S$ be the region of points contained in ABCD which are closer to the center of the rectangle than to any of its vertices. Find the area of S .,,,PUMaC 2007 Geometry Div B #3,geometry,2025-11-25 01:21:04.169342+00
3727,ABCDE is a regular pentagon (with vertices in that order) inscribed in a circle of radius 1 . Find $A B \cdot A C$.,,,PUMaC 2007 Geometry Div B #4,geometry,2025-11-25 01:21:04.169342+00
3728,Four circles of radius 1 are each tangent to two sides (line segments) of a square and externally tangent to a circle of radius 3 . What is the area of the space that is inside the square but not contained in any of the circles?,,,PUMaC 2007 Geometry Div B #5,geometry,2025-11-25 01:21:04.169342+00
3729,"Triangle $A B C$ has $A C=3, B C=5, A B=7$. A circle is drawn internally tangent to the circumcircle of $A B C$ at $C$, and tangent to $A B$. Let $D$ be its point of tangency with $A B$. Find $B D-D A$.",,,PUMaC 2007 Geometry Div B #6,geometry,2025-11-25 01:21:04.169342+00
3730,"$\mathrm{A}, \mathrm{B}, \mathrm{C}$, and D are all on a circle, and ABCD is a convex quadrilateral. If $\mathrm{AB}=13, \mathrm{BC}=13, \mathrm{CD} =37$, and $\mathrm{AD}=47$, what is the area of ABCD ?",,,PUMaC 2007 Geometry Div B #7,geometry,2025-11-25 01:21:04.169342+00
3731,"Points $P_{1}, P_{2}, P_{3}$, and $P_{4}$ are $(0,0),(10,20),(5,15)$, and $(12,-6)$, respectively. For what point $P \in \mathbb{R}^{2}$ is the sum of the distances from $P$ to the other 4 points minimal?",,,PUMaC 2007 Geometry Div B #8,geometry,2025-11-25 01:21:04.169342+00
3732,Find $\frac{\operatorname{area}(C D F)}{\operatorname{area}(C E F)}$ in the figure.,,,PUMaC 2007 Geometry Div B #9,geometry,2025-11-25 01:21:04.169342+00
3733,"$A$ and $B$ are on a circle of radius 20 centered at $C$, and $\angle A C B=60^{\circ} . D$ is chosen so that $D$ is also on the circle, $\angle A C D=160^{\circ}$, and $\angle D C B=100^{\circ}$. Let $E$ be the intersection of lines $A C$ and $B D$. What is $D E$ ?",,,PUMaC 2007 Geometry Div B #10,geometry,2025-11-25 01:21:04.169342+00
3734,"Let $a, b$ be positive integers such that $a+b=10$. Let $\frac{p}{q}$ be the difference between the maximum and minimum possible values of $\frac{1}{a}+\frac{1}{b}$, where $p$ and $q$ are relatively prime positive integers. Compute $p+q$.",77,"Since $b=10-a, \frac{1}{a}+\frac{1}{b}=\frac{1}{a}+\frac{1}{10-a}=\frac{10}{a(10-a)}=\frac{10}{-a^{2}+10 a}$. For the maximum, we wish to minimize the value of the denominator. That is achieved at the axis of symmetry of the parabola, when $a=5$, making $\frac{1}{a}+\frac{1}{b}=\frac{2}{5}$. The minimum is achieved when the denominator is maximized, which is when $a$ is as far from the axis of symmetry as possible: $a=1$ or $a=9$. Either value gives $\frac{1}{a}+\frac{1}{b}=\frac{1}{9}+\frac{1}{1}=\frac{10}{9}$.
Hence, the difference of the minimum and maximum is $\frac{10}{9}-\frac{2}{5}=\frac{32}{45}$, making the answer $32+45=77$.",PUMaC 2019 Algebra Div B #1,algebra,2025-11-25 01:21:04.169342+00
3735,"If $x$ is a real number so $3^{x}=27 x$, compute $\log _{3}\left(\frac{3^{3^{x}}}{x^{3^{3}}}\right)$.
3. Let $x$ and $y$ be positive r",81,"We plug in the condition that we were given initially to get a value of $\log _{3}\left(\frac{3^{27 x}}{x^{27}}\right)$. We can simplify this by using the equality again to get $\log _{3}\left(\frac{\left.3^{x}\right)^{27}}{x^{27}}\right)=\log _{3}\left(\frac{27^{27} * x^{27}}{x^{27}}\right)=\log _{3}\left(27^{27}\right)= 27 * 3=81$.
3",PUMaC 2019 Algebra Div B #2,algebra,2025-11-25 01:21:04.169342+00
3736,Let $x$ and $y$ be positive real numbers that satisfy $(\log x)^{2}+(\log y)^{2}=\log \left(x^{2}\right)+\log \left(y^{2}\right)$. Compute the maximum possible value of $(\log x y)^{2}$.,16,"Let $u=\log x$ and $v=\log y$. Then $u^{2}+v^{2}=2 u+2 v$. Completing the square gives $(u-1)^{2}+ (v-1)^{2}=2$, so the equation given is a circle of radius $\sqrt{2}$ centered at $(1,1)$ on the $u v$ plane.
Let $\log x y=u+v=k$, so we wish to maximize $k^{2}$. Note that the line $u+v$ is tangent to the circle when the origin is a distance of 0 or $2 \sqrt{2}$ from the line. The latter gives $u=v=2$, so $k=4$, making the maximum $k^{2}=16$.",PUMaC 2019 Algebra Div B #3,algebra,2025-11-25 01:21:04.169342+00
3737,"Let $f(x)=x^{2}+4 x+2$. Let $r$ be the difference between the largest and smallest real solutions of the equation $f(f(f(f(x))))=0$. Then $r=a^{\frac{p}{q}}$ for some positive integers $a, p, q$ so $a$ is square-free and $p, q$ are relatively prime positive integers. Compute $a+p+q$.",35,"Note that the line $u+v$ is tangent to the circle when the origin is a distance of 0 or $2 \sqrt{2}$ from the line. The latter gives $u=v=2$, so $k=4$, making the maximum $k^{2}=16$.
4. Let $f(x)=x^{2}+4 x+2$. Let $r$ be the difference between the largest and smallest real solutions of the equation $f(f(f(f(x))))=0$. Then $r=a^{\frac{p}{q}}$ for some positive integers $a, p, q$ so $a$ is square-free and $p, q$ are relatively prime positive integers. Compute $a+p+q$.
Answer: 35
Proposed by: Kevin Feng
Note that $f(x)=x^{2}+4 x+2=(x+2)^{2}-2$. Then $\left.f^{2}(x)=\left((x+2)^{2}-2\right)+2\right)^{2}-2=(x+2)^{4}-2$. It is easy to see by induction that $f^{n}(x)=(x+2)^{2^{n}}-2$, so $f^{4}(x)=(x+2)^{2^{4}}-2$.
Then the real solutions to $f^{4}(x)=0$ are at $x+2= \pm \sqrt[16]{2}$, or $x=-2 \pm \sqrt[16]{2}$. Hence, the difference between the two of them are $2 \sqrt[16]{2}=2^{\frac{17}{16}}$, which gives us an answer of $2+16+17=$ 35",PUMaC 2019 Algebra Div B #4,algebra,2025-11-25 01:21:04.169342+00
3738,"Let $Q$ be a quadratic polynomial. If the sum of the roots of $Q^{100}(x)$ (where $Q^{i}(x)$ is defined by $Q^{1}(x)=Q(x), Q^{i}(x)=Q\left(Q^{i-1}(x)\right)$ for integers $i \geq 2$ ) is 8 and the sum of the roots of $Q$ is $S$, compute $\left",96,"Let the sum of the roots of $Q^{j}(x)$ be $S_{j}$ for $j=1, \ldots, 2019$. Our claim is $S_{j+1}=2 S_{j}$. Let $Q(x)=a(x-r)(x-s)$, where $r$ and $s$ are the roots of $Q$. Note that

$$
Q^{j+1}(x)=a\left(Q^{j}(x)-r\right)\left(Q^{j}(x)-s\right),
$$
so the solutions to $Q^{j+1}(x)=0$ are the solutions to $Q^{j}(x)=r$ and $Q^{j}(x)=s$. Since the degree of $Q^{j}$ is at least 1 , the sum of the roots to $Q^{j}(x)=r$ and $Q^{j}(x)=s$ are both $S_{j}$, so $S_{j+1}=S_{j}+S_{j}=2 S_{j}$.
From our recursion we get $S_{100}=2^{99} S_{1}$. Therefore, $S_{1}=\frac{8}{2^{99}}$ and $\left",PUMaC 2019 Algebra Div B #5,algebra,2025-11-25 01:21:04.169342+00
3739,"Let $\mathbb{N}_{0}$ be the set of non-negative integers. There is a triple ( $f, a, b$ ), where $f$ is a function from $\mathbb{N}_{0}$ to $\mathbb{N}_{0}$ and $a, b \in \mathbb{N}_{0}$, that satisfies the following conditions:
1) $f(1)=2$
2) $f(a)+f(b) \leq 2 \sqrt{f(a)}$
3) For all $n>0$, we have $f(n)=f(n-1) f(b)+2 n-f(b)$

Find the sum of all possible values of $f(b+100)$.",10201,"We'll focus on condition 2.
By AM-GM (or squaring and rearranging),

$$
2 \sqrt{f(a) f(b)} \leq f(a)+f(b) \leq 2 \sqrt{f(a)}
$$
which implies $f(b) \leq 1$. Since $f(b)$ is as integer we must have $f(b)=0,1$.
Substituting in condition (3) gives us the possibilities $f(n)=2 n$ for $n>0$ (for $f(b)=0$ ) and a recursion which easily amounts to $f(n)=n^{2}+1$.
For the first function, since $f(n)=2 n$ for $n>0$ and $f(b)=0$, we must necessarily have $b=0$. So $f(b+100)=f(100)=200$.
In the second case, similarly $b=0$ and $f(b+100)=100^{2}+1=10001$.
Summing gives us the answer 10201.",PUMaC 2019 Algebra Div B #6,algebra,2025-11-25 01:21:04.169342+00
3740,"Let $\omega=e^{\frac{2 \pi i}{2017}}$ and $\zeta=e^{\frac{2 \pi i}{2019}}$. Let $S=\{(a, b) \in \mathbb{Z} \mid 0 \leq a \leq 2016,0 \leq b \leq 2018,(a, b) \neq(0,0)\}$. Compute $\prod_{(a, b) \in S}\left(\omega^{a}-\zeta^{b}\right)$.",4072323,"First, fix $a$. Note that $\prod_{b=0}^{2018}\left(x-\zeta^{b}\right)=x^{2019}-1$. Hence, if $a \neq 0, \prod_{b=0}^{2018}\left(\omega^{a}-\zeta^{b}\right)=\omega^{2019 a}-1$. For $a=0$, we have that this is $\prod_{b=1}^{2018}\left(1-\zeta^{b}\right)=2019$, since $\prod_{b=1}^{2018}\left(x-\zeta^{b}\right)=\prod_{b=0}^{2018}\left(x-\zeta^{b}\right) /(x-1)=\sum_{b=0}^{2018} x^{b}$. Thus, our product becomes $\prod_{a=1}^{2016}\left(\omega^{2019 a}-1\right) * 2019$. But note that this then becomes $2017 * 2019$,
since the $\omega^{2019 a}$ are just a permutation of the 2017th roots of unity besides 1 (as 2017 and 2019 are relatively prime), which is then just 4072323.",PUMaC 2019 Algebra Div B #7,algebra,2025-11-25 01:21:04.169342+00
3741,"A weak binary representation of a nonnegative integer $n$ is a representation $n=a_{0}+2 \cdot a_{1}+ 2^{2} \cdot a_{2}+\ldots$ such that $a_{i} \in\{0,1,2,3,4,5\}$. Determine the number of such representations for 513.",3290,"Let $N(k)$ be the number of such representations for $k$. We know that $N(0)=1, N(1)= 1, N(2)=2, N(3)=2$, and $N(4)=4$. We can see, based on the choice of $a_{0}$, that $N(2 k)= N(2 k+1)=N(k)+N(k-1)+N(k-2)$. To make use of this recurrence relation, we define two sequences. First, define $x_{k}=N(2 k)$. Observe then that $x_{2 k}-x_{2 k-1}=N(4 k)-N(4 k-2)= N(2 k)-N(2 k-3)=x_{k}-x_{k-2}$, and that $x_{2 k+1}-x_{2 k}=x_{k}-x_{k-1}$ by a similar token. Now, let $y_{k}=x_{k}-x_{k-1}$. Then, our recurrence relation becomes $y_{2 k+1}=y_{k}$ and that $y_{2 k}=y_{k}+y_{k-1}$. From our earlier cases before we see that $y_{1}=1$ and $y_{2}=2$. Based on the recurrence in the odd case, we see that $y_{2^{k}-1}=1$ for each integer $i$.
Claim: $\sum_{i=2^{k-1}-1}^{2^{k}-2} y_{i}=3^{k-1}$.
Proof: We inductively show this. For $k=2$ we can easily verify this. Now, given the $k$ case, note that $\sum_{i=2^{k}-1}^{2^{k+1}-2} y_{i}=\sum_{i=2^{k-1}-1}^{2^{k}-2} y_{2 i+1}+\sum_{i=2^{k-1}}^{2^{k}-1} y_{2 i}$. Using our recurrence, this becomes $\sum_{i=2^{k-1}-1}^{2^{k}-1} y_{i}+\sum_{i=2^{k-1}}^{2^{k}-1} y_{i}+\sum_{i=2^{k-1}}^{2^{k}-1} y_{i-1}$. But knowing that $y_{2^{k}-1}=y_{2^{k-1}-1}=1$ yields that this is just $3 * \sum_{i=2^{k-1}-1}^{2^{k}-2} y_{i}=3^{k-1} * 3=3^{k}$, proving the inductive case and proving the claim. Finally, observe that $N(513)=N(512)=x_{256}=x_{0}+\sum_{i=1}^{256} y_{i}$, which using our claim is just $1+3+3^{2}+\ldots+3^{7}+y_{255}+y_{256}$. A final observation that $y_{2 * k}=k+1$ yields the answer $\left(3^{8}-1\right) / 2+1+9=3290$.",PUMaC 2019 Algebra Div B #8,counting,2025-11-25 01:21:04.169342+00
3742,"Find the root that the following three polynomials have in common:

$$
\begin{gathered}
x^{3}+41 x^{2}-49 x-2009 \\
x^{3}+5 x^{2}-49 x-245 \\
x^{3}+39 x^{2}-117 x-1435",7,"Since the answer to each question on this test is integer-valued, we are looking for integer solutions. It is known that an integer root of a monic polynomial having integer coefficients must divide the constant coefficient. In our case the common root must divide $G C D(2009,1435,245)$. It is easy to factor $245=5 \times 7^{2}$ and check that 7 divides both 2009 and 1435 , but 49 does not divide 435 , and 5 does not divide 2009 . Hence the $G C D$ is 7 , so the common roots (if any) must be $\pm 1$ or $\pm 7$. One can check that only 7 is a common root.",PUMaC 2009 Algebra Div A #1,algebra,2025-11-25 01:21:04.169342+00
3743,"Given that $P(x)$ is the least degree polynomial with rational coefficients such that

$$
P(\sqrt{2}+\sqrt{3})=\sqrt{2}
$$
find $P(10)$.",455,"We compute the first few powers of $x=\sqrt{2}+\sqrt{3}$ and try to find a relation between them.
\$\$\begin{gathered}

x^{0}=1 <br>
x^{1}=\sqrt{2}+\sqrt{3} <br>
x^{2}=5+2 \sqrt{6} <br>
x^{3}=11 \sqrt{2}+9 \sqrt{3}

\end{gathered}\$\$

At this point, it seems possible that some expression $a x^{3}+b x$ gives us $\sqrt{2}$. Indeed, requiring the coefficients of both $\sqrt{2}$ and $\sqrt{3}$ to be 0 in the expression $a x^{3}+b x-\sqrt{2}=0$, where $a, b$ are rationals, we find $11 a+b-1=0$ and $9 a+b=0$, with the unique solution $(a, b)=(1 / 2,-9 / 2)$. Hence $P(x)=x^{3} / 2-9 x / 2$, and $P(10)=455$.",PUMaC 2009 Algebra Div A #2,algebra,2025-11-25 01:21:04.169342+00
3744,"Let $x_{1}, x_{2}, \ldots x_{10}$ be non-negative real numbers such that $\frac{x_{1}}{1}+\frac{x_{2}}{2}+\ldots+\frac{x_{10}}{10} \leq 9$. Find the maximum possible value of $\frac{x_{1}{ }^{2}}{1}+\frac{x_{2}{ }^{2}}{2}+\ldots+\frac{x_{10}{ }^{2}}{10}$.",810,"If we denote $x_{i} / i$ by $a_{i}$, we must maximize $\sum i a_{i}^{2}$ subject to the condition $\sum a_{i} \leq 9$. Intuitively, the sum is large if the $a_{i}$-s with large weights are themselves large. Indeed the sum is largest when all weight is placed on $a_{10}: \sum i a_{i}^{2} \leq 10 \sum a_{i}^{2} \leq 10\left(\sum a_{i}\right)^{2} \leq 810$. We have equality if $a_{10}=9$, and all other numbers are 0",PUMaC 2009 Algebra Div A #3,algebra,2025-11-25 01:21:04.169342+00
3745,"Find the smallest positive $\alpha$ (in degrees) for which all the numbers
$$
\cos \alpha, \cos 2 \alpha, \ldots, \cos 2^{n} \alpha, \ldots
$$

are negative.",120,"The answer can be guessed if one tries a few 'famous' values (such as $\pi / 4, \pi / 3$ etc.). The proof requires a bit more work. The cosine function is periodic, hence we can restrict our attention to the interval $[0,2 \pi]$. Also, $\cos \alpha<0$, so we are in the interval $(\pi / 2,3 \pi / 2)$. If there is a good $\alpha$ in the interval $(\pi, 3 \pi / 2)$, then $\alpha / 2$ is also good and smaller than $\alpha$. Also, $\alpha \neq \pi$ so we obtained that if there is a smallest $\alpha$, it must satisfy $\pi / 2<\alpha<\pi$.
Generally the condition $\cos 2^{n} \alpha<0$ means that there is an integer $l_{n}$ such that $\pi / 2+2 l_{n} \pi< 2^{n} \alpha<3 \pi / 2+2 l_{n} \pi$, or with the notation $x=2 \alpha / \pi$ :
$$
4 l_{n}+1<2^{n} x<4 l_{n}+3
$$

From the inequality on $\alpha$ we have $[x]=1$ (where [.] denotes the floor function). We prove that in base $4, x$ can be written as $x=1.11111 \ldots$. The inequality $4 l_{n}+1<2^{n} x<4 l_{n}+3$ means exactly that $2^{n} x$ written in base 4 has the digit 1 or 2 on the unit position. Multiplying by an appropriate power of 4, any digit in the expansion of $x$ can be shifted to the unit position - hence every digit of $x$ is 1 or 2 . This also holds for $2 x$ : multiplying by an appropriate power of 2 , any digit in the expansion of $2 x$ can be shifted to the position of the units, and so every digit of $2 x$ is 1 or 2 . From this it follow that all digits of $x$ are 1 . Suppose the contrary, then $x=1.1111 \ldots 112 \ldots$ (where there are $m 1$-s after the dot), and so $4^{m-1} x=11 \ldots 11.2 \ldots$. Multiplying this by 2, the digit that appears on the unit position is 3, since the fractional part is greater than $1 / 2$. Hence $2^{2 m-1} x=22 \ldots 223.0 \ldots$ or $2^{2 m-1} x=22 \ldots 223.1 \ldots$ and this is a contradiction with the fact that the digit on the unit position of $2^{n} x$ is 1 or 2 . Hence $x=1.11111 \ldots=4 / 3$ and $\alpha=2 \pi / 3$.",PUMaC 2009 Algebra Div A #4,algebra,2025-11-25 01:21:04.169342+00
3746,"Find the maximal positive integer $n$, so that for any real number $x$ we have $\sin ^{n} x+\cos ^{n} x \geq \frac{1}{n}$.",8,"For $x=\pi$ we need $(-1)^{n} \geq \frac{1}{n}$, hence $n$ is even. Since $\sin ^{2} x+\cos ^{2} x=1$, and we need to find the minimum of $\sin ^{n} x+\cos ^{n} x=\sin ^{2 \times n / 2} x+\cos ^{2 \times n / 2} x$, one would expect that the minimum occurs when $\sin x=\cos x$ (in analogy with the AM-GM or the power mean inequality). For $x=\pi / 4$, we have $\sin x=\cos x=1 / \sqrt{2}$ so we need $2 \times \frac{1}{2^{\frac{n}{2}}} \geq 1 / n$ which implies $n \leq 8$. This can be proved from the binomial formula or using calculus. The last step is to prove the inequality for $n=8$. One way to do this is to use the power mean inequality:

$$
\left(\frac{\sin ^{8} x+\cos ^{8} x}{2}\right)^{\frac{1}{8}} \geq\left(\frac{\sin ^{2} x+\cos ^{2} x}{2}\right)^{\frac{1}{2}}
$$
hence $\frac{\sin ^{8} x+\cos ^{8} x}{2} \geq \frac{1}{2^{4}}$, which is the desired result. Using calculus, one can give a different solution by finding the minimum of $f(x)=\sin ^{n} x+\cos ^{n} x$.",PUMaC 2009 Algebra Div A #5,algebra,2025-11-25 01:21:04.169342+00
3747,"Find the number of functions $f: \mathbb{Z} \mapsto \mathbb{Z}$ for which $f(h+k)+f(h k)=f(h) f(k)+1$, for all integers $h$ and $k$.",3,"Putting $(h, k)=(0,0)$ we get $(f(0)-1)^{2}=0$ hence $f(0)=1$. Then let $(h, k)=(1,-1)$ to find $f(0)+f(-1)=f(1) f(-1)+1$ hence $f(-1)(f(1)-1)=0$. So there are two cases: first, if $f(1)=1$, then letting $(h, k)=(1, k)$ yields $f(1+k)+f(k)=f(1) f(k)+1$, or

## PUM $\alpha \mathbb{C} 2009$

also $f(k+1)=1$, that is $f$ is constant, equal to 1 . The second case is $f(-1)=0$, and then we let $(h, k)=(-1,-1)$ to get $f(-2)+f(1)=1$, and $(h, k)=(1,-2)$ to get $f(-2)=f(1) f(-2)+1$. From the first equation we can express $f(-2)=1-f(1)$ and substitute this into the second one: $1-f(1)=f(1)(1-f(1))+1$ or also $(1-f(1))^{2}=1$. Hence there are two subcases: $f(1)$ is 0 or 2 . Recall that $f(1+k)+f(k)=f(1) f(k)+1$. If $f(1)=0$, this becomes $f(1+k)=1-f(k)$ and since $f(0)=1$ the function takes the values 0 and 1 alternately: $f(k)=\frac{1+(-1)^{k}}{2}$. On the other h",PUMaC 2009 Algebra Div A #6,algebra,2025-11-25 01:21:04.169342+00
3748,"Let $x_{1}, x_{2}, \ldots x_{10}$ be non-negative real numbers such that $\frac{x_{1}}{1}+\frac{x_{2}}{2}+\ldots+\frac{x_{10}}{10} \leq 9$. Find the maximum possible value of $\frac{x_{1}{ }^{2}}{1}+\frac{x_{2}{ }^{2}}{2}+\ldots+\frac{x_{10}{ }^{2}}{10}$.
4. Find the smallest positive $\alpha$ (in degrees) for which all the numbers
$$
\cos \alpha, \cos 2 \alpha, \ldots, \cos 2^{n} \alpha, \ldots
$$

are negative.
5. Find the maximal positive integer $n$, so that for any real number $x$ we have $\sin ^{n} x+\cos ^{n} x \geq \frac{1}{n}$.
6. Find the number of functions $f: \mathbb{Z} \mapsto \mathbb{Z}$ for which $f(h+k)+f(h k)=f(h) f(k)+1$, for all integers $h$ and $k$.
7. Let $x_{1}, x_{2}, \ldots, x_{n}$ be a sequence of integers, such that $-1 \leq x_{i} \leq 2$, for $i=1,2, \ldots, n$, $x_{1}+x_{2}+\cdots+x_{n}=7$ and $x_{1}^{8}+x_{2}^{8}+\ldots x_{n}^{8}=2009$. Let $m$ and $M$ be the minimal and maximal possible value of $x_{1}^{9}+x_{2}^{9}+\ldots x_{n}^{9}$, respectively. Find the $\frac{M}{m}$. Round your answer to nearest integer, if necessary.",$\frac{M}{m}=511$,"The $x_{i}$-s that are 0 do not matter at all, they can be disregarded. The remaining $x_{i}$ are $-1,1$, or 2 and the only thing that matters is how many of the $x_{i}$ have each particular value. If $a, b, c \geq 0$ denote the number of $-1-\mathrm{s}, 1-\mathrm{s}$, and $2-\mathrm{s}$, respectively, then $x_{1}^{8}+x_{2}^{8}+\ldots x_{n}^{8}=2009$ says that $a+b+256 c=2009$ : each $x_{i}$ which is -1 contributes 1 to the sum, for a total of $a$, also $b$ is the contribution of the $1-\mathrm{s}$, and $256 c$ is the contribution of the $2-\mathrm{s}$ (each gives 256). Similarly, $x_{1}+x_{2}+\cdots+x_{n}=-a+b+2 c$, and $x_{1}^{9}+x_{2}^{9}+\ldots x_{n}^{9}=-a+b+512 c$. Hence given that $a, b, c$ are nonnegative integers such that

$$
\begin{aligned}
-a+b+2 c & =7 \\
a+b+256 c & =2009 .
\end{aligned}
$$

We must find the extremal values of $-a+b+512 c$. We can write $-a+b+512 c=(-a+b+ 2 c)+510 c=7+510 c$, and this expression is extremal when $c$ is extremal. Adding the first two equations we get $2 b+258 c=2016$, and since $b \geq 0$, this implies $c \leq 2016 / 258=7+35 / 43$. Since $c$ is a non-negative integer, $7 \leq 7+510 c \leq 7+510 \times 7$. Also, it is easy to check that if $(a, b)=(1001,1008)$ then $c=0$; and if $(a, b)=(112,105)$, then $c=7$. So the extrema are 7 and $7 \times 511$.",PUMaC 2009 Algebra Div A #7,algebra,2025-11-25 01:21:04.169342+00
