source,answer,source_file
HMMT February 2012 Guts #29,118,HMMT_February_2012_Guts_Solutions.pdf
HMMT February 2012 Guts #30,\left(\frac{11}{18}\right)^{2012},HMMT_February_2012_Guts_Solutions.pdf
HMMT February 2012 Guts #31,29093,HMMT_February_2012_Guts_Solutions.pdf
HMMT February 2012 Guts #32,74,HMMT_February_2012_Guts_Solutions.pdf
HMMT February 2012 Guts #33,1.77245385090551602729816...,HMMT_February_2012_Guts_Solutions.pdf
HMMT February 2012 Guts #34,2015.318180...,HMMT_February_2012_Guts_Solutions.pdf
HMMT February 2012 Guts #35,1231288,HMMT_February_2012_Guts_Solutions.pdf
HMMT February 2012 Guts #36,6922,HMMT_February_2012_Guts_Solutions.pdf
HMMT February 2013 Algebra #1,3 + \sqrt{7},HMMT_February_2013_Algebra_Solutions.pdf
HMMT February 2013 Algebra #2,-54,HMMT_February_2013_Algebra_Solutions.pdf
HMMT February 2013 Algebra #3,577,HMMT_February_2013_Algebra_Solutions.pdf
HMMT February 2013 Algebra #4,-7,HMMT_February_2013_Algebra_Solutions.pdf
HMMT February 2013 Algebra #5,1 + \sqrt{5},HMMT_February_2013_Algebra_Solutions.pdf
HMMT February 2013 Algebra #6,10100,HMMT_February_2013_Algebra_Solutions.pdf
HMMT February 2013 Algebra #7,\frac{15309}{256},HMMT_February_2013_Algebra_Solutions.pdf
HMMT February 2013 Algebra #8,10 \pm 2\sqrt{17},HMMT_February_2013_Algebra_Solutions.pdf
HMMT February 2013 Algebra #9,\frac{46}{3},HMMT_February_2013_Algebra_Solutions.pdf
HMMT February 2013 Algebra #10,89,HMMT_February_2013_Algebra_Solutions.pdf
HMMT February 2013 Combinatorics #1,\frac{15}{52},HMMT_February_2013_Combinatorics_Solutions.pdf
HMMT February 2013 Combinatorics #2,\frac{2}{7},HMMT_February_2013_Combinatorics_Solutions.pdf
HMMT February 2013 Combinatorics #3,\frac{1}{2^{2012}},HMMT_February_2013_Combinatorics_Solutions.pdf
HMMT February 2013 Combinatorics #4,4608,HMMT_February_2013_Combinatorics_Solutions.pdf
HMMT February 2013 Combinatorics #5,\frac{1}{2}\left[\left(\frac{1}{3}\right)^{100} + 1\right],HMMT_February_2013_Combinatorics_Solutions.pdf
HMMT February 2013 Combinatorics #6,\frac{2013^{2013}-2012^{2013}}{2013^{2012}},HMMT_February_2013_Combinatorics_Solutions.pdf
HMMT February 2013 Combinatorics #7,6038,HMMT_February_2013_Combinatorics_Solutions.pdf
HMMT February 2013 Combinatorics #8,99,HMMT_February_2013_Combinatorics_Solutions.pdf
HMMT February 2013 Combinatorics #9,15(2013!),HMMT_February_2013_Combinatorics_Solutions.pdf
HMMT February 2013 Combinatorics #10,-\frac{1}{2} + \frac{(1007)\binom{2013}{1006}}{2^{2012}},HMMT_February_2013_Combinatorics_Solutions.pdf
HMMT February 2013 Geometry #1,\frac{24}{5},HMMT_February_2013_Geometry_Solutions.pdf
HMMT February 2013 Geometry #2,2\sqrt{6},HMMT_February_2013_Geometry_Solutions.pdf
HMMT February 2013 Geometry #3,22,HMMT_February_2013_Geometry_Solutions.pdf
HMMT February 2013 Geometry #4,"\frac{-1+\sqrt{5}}{2}, \frac{1+\sqrt{5}}{2}",HMMT_February_2013_Geometry_Solutions.pdf
HMMT February 2013 Geometry #5,-\frac{1}{8},HMMT_February_2013_Geometry_Solutions.pdf
HMMT February 2013 Geometry #6,9,HMMT_February_2013_Geometry_Solutions.pdf
HMMT February 2013 Geometry #7,35,HMMT_February_2013_Geometry_Solutions.pdf
HMMT February 2013 Geometry #8,\frac{42}{13},HMMT_February_2013_Geometry_Solutions.pdf
HMMT February 2013 Geometry #9,\sqrt{39},HMMT_February_2013_Geometry_Solutions.pdf
HMMT February 2013 Geometry #10,2\sqrt{13} - 6\sqrt{3},HMMT_February_2013_Geometry_Solutions.pdf
HMMT February 2013 Guts #1,93,HMMT_February_2013_Guts_Solutions.pdf
HMMT February 2013 Guts #2,4 - 2\sqrt{3},HMMT_February_2013_Guts_Solutions.pdf
HMMT February 2013 Guts #3,6,HMMT_February_2013_Guts_Solutions.pdf
HMMT February 2013 Guts #4,25,HMMT_February_2013_Guts_Solutions.pdf
HMMT February 2013 Guts #5,4,HMMT_February_2013_Guts_Solutions.pdf
HMMT February 2013 Guts #6,\frac{9}{2},HMMT_February_2013_Guts_Solutions.pdf
HMMT February 2013 Guts #7,36,HMMT_February_2013_Guts_Solutions.pdf
HMMT February 2013 Guts #8,\frac{5}{6},HMMT_February_2013_Guts_Solutions.pdf
HMMT February 2013 Guts #9,1680,HMMT_February_2013_Guts_Solutions.pdf
HMMT February 2013 Guts #10,\sqrt{3},HMMT_February_2013_Guts_Solutions.pdf
HMMT February 2013 Guts #11,7^7 \cdot 11^7 \cdot 13^7,HMMT_February_2013_Guts_Solutions.pdf
HMMT February 2013 Guts #12,202,HMMT_February_2013_Guts_Solutions.pdf
HMMT February 2013 Guts #13,7,HMMT_February_2013_Guts_Solutions.pdf
HMMT February 2013 Guts #14,\frac{7}{9},HMMT_February_2013_Guts_Solutions.pdf
HMMT February 2013 Guts #15,\frac{16}{3},HMMT_February_2013_Guts_Solutions.pdf
HMMT February 2013 Guts #16,3\sqrt{21},HMMT_February_2013_Guts_Solutions.pdf
HMMT February 2013 Guts #17,\frac{\sqrt{58}}{2+\sqrt{34}+\sqrt{58}},HMMT_February_2013_Guts_Solutions.pdf
HMMT February 2013 Guts #18,23097,HMMT_February_2013_Guts_Solutions.pdf
HMMT February 2013 Guts #19,39,HMMT_February_2013_Guts_Solutions.pdf
HMMT February 2013 Guts #20,-26,HMMT_February_2013_Guts_Solutions.pdf
HMMT February 2013 Guts #21,2^{2013},HMMT_February_2013_Guts_Solutions.pdf
HMMT February 2013 Guts #22,\frac{1}{4023},HMMT_February_2013_Guts_Solutions.pdf
HMMT February 2013 Guts #23,\frac{19\sqrt{3}}{2},HMMT_February_2013_Guts_Solutions.pdf
HMMT February 2013 Guts #24,\frac{288}{5},HMMT_February_2013_Guts_Solutions.pdf
HMMT February 2013 Guts #25,65536,HMMT_February_2013_Guts_Solutions.pdf
HMMT February 2013 Guts #26,"(\frac{3-\sqrt{5}}{4}, \frac{1}{3}]",HMMT_February_2013_Guts_Solutions.pdf
HMMT February 2013 Guts #27,8,HMMT_February_2013_Guts_Solutions.pdf
HMMT February 2013 Guts #28,\frac{2013^{2014}}{2013^{2013}-1},HMMT_February_2013_Guts_Solutions.pdf
HMMT February 2013 Guts #29,\binom{4025}{2012},HMMT_February_2013_Guts_Solutions.pdf
HMMT February 2013 Guts #30,1006,HMMT_February_2013_Guts_Solutions.pdf
HMMT February 2013 Guts #31,\frac{1}{4}(8 - \sqrt{6} - 3\sqrt{2}),HMMT_February_2013_Guts_Solutions.pdf
HMMT February 2013 Guts #32,\frac{1}{n-1},HMMT_February_2013_Guts_Solutions.pdf
HMMT February 2013 Guts #33,66071772829247409,HMMT_February_2013_Guts_Solutions.pdf
HMMT February 2013 Guts #34,761474,HMMT_February_2013_Guts_Solutions.pdf
HMMT February 2013 Guts #35,614.519,HMMT_February_2013_Guts_Solutions.pdf
HMMT February 2013 Guts #36,"\{O, D, P, E, B, C, R, H, K, S, Y\}",HMMT_February_2013_Guts_Solutions.pdf
HMMT February 2013 Team #1,\frac{\sqrt{3}}{2},HMMT_February_2013_Team_Solutions.pdf
HMMT February 2013 Team #2,16,HMMT_February_2013_Team_Solutions.pdf
HMMT February 2013 Team #3,\frac{7}{2},HMMT_February_2013_Team_Solutions.pdf
HMMT February 2013 Team #4,72,HMMT_February_2013_Team_Solutions.pdf
HMMT February 2013 Team #5,2013^{4025},HMMT_February_2013_Team_Solutions.pdf
HMMT February 2013 Team #6,N/A,HMMT_February_2013_Team_Solutions.pdf
HMMT February 2013 Team #7,N/A,HMMT_February_2013_Team_Solutions.pdf
HMMT February 2013 Team #8,N/A,HMMT_February_2013_Team_Solutions.pdf
HMMT February 2013 Team #9a,N/A,HMMT_February_2013_Team_Solutions.pdf
HMMT February 2013 Team #9b,N/A,HMMT_February_2013_Team_Solutions.pdf
HMMT February 2013 Team #10,N/A,HMMT_February_2013_Team_Solutions.pdf
HMMT February 2014 Algebra #1,"4, 6",HMMT_February_2014_Algebra_Solutions.pdf
HMMT February 2014 Algebra #2,250,HMMT_February_2014_Algebra_Solutions.pdf
HMMT February 2014 Algebra #3,72,HMMT_February_2014_Algebra_Solutions.pdf
HMMT February 2014 Algebra #4,-\frac{3}{2},HMMT_February_2014_Algebra_Solutions.pdf
HMMT February 2014 Algebra #5,1,HMMT_February_2014_Algebra_Solutions.pdf
HMMT February 2014 Algebra #6,\frac{41}{2},HMMT_February_2014_Algebra_Solutions.pdf
HMMT February 2014 Algebra #7,\frac{5151}{50},HMMT_February_2014_Algebra_Solutions.pdf
HMMT February 2014 Algebra #8,\pm\frac{9}{4},HMMT_February_2014_Algebra_Solutions.pdf
HMMT February 2014 Algebra #9,-\frac{11+4i}{3},HMMT_February_2014_Algebra_Solutions.pdf
HMMT February 2014 Algebra #10,28,HMMT_February_2014_Algebra_Solutions.pdf
HMMT February 2014 Combinatorics #1,\frac{19}{165},HMMT_February_2014_Combinatorics_Solutions.pdf
HMMT February 2014 Combinatorics #2,7560,HMMT_February_2014_Combinatorics_Solutions.pdf
HMMT February 2014 Combinatorics #3,\frac{53}{188},HMMT_February_2014_Combinatorics_Solutions.pdf
HMMT February 2014 Combinatorics #4,45360,HMMT_February_2014_Combinatorics_Solutions.pdf
HMMT February 2014 Combinatorics #5,315,HMMT_February_2014_Combinatorics_Solutions.pdf
HMMT February 2014 Combinatorics #6,233,HMMT_February_2014_Combinatorics_Solutions.pdf
HMMT February 2014 Combinatorics #7,2048,HMMT_February_2014_Combinatorics_Solutions.pdf
HMMT February 2014 Combinatorics #8,432,HMMT_February_2014_Combinatorics_Solutions.pdf
HMMT February 2014 Combinatorics #9,6098,HMMT_February_2014_Combinatorics_Solutions.pdf
HMMT February 2014 Combinatorics #10,1750,HMMT_February_2014_Combinatorics_Solutions.pdf
HMMT February 2014 Geometry #1,2\sqrt{21},HMMT_February_2014_Geometry_Solutions.pdf
HMMT February 2014 Geometry #2,\frac{169}{24},HMMT_February_2014_Geometry_Solutions.pdf
HMMT February 2014 Geometry #3,8\sqrt{14},HMMT_February_2014_Geometry_Solutions.pdf
HMMT February 2014 Geometry #4,28,HMMT_February_2014_Geometry_Solutions.pdf
HMMT February 2014 Geometry #5,3 - \sqrt{5},HMMT_February_2014_Geometry_Solutions.pdf
HMMT February 2014 Geometry #6,\sqrt{3},HMMT_February_2014_Geometry_Solutions.pdf
HMMT February 2014 Geometry #7,\frac{65}{12},HMMT_February_2014_Geometry_Solutions.pdf
HMMT February 2014 Geometry #8,\frac{600}{73},HMMT_February_2014_Geometry_Solutions.pdf
HMMT February 2014 Geometry #9,\frac{92}{61},HMMT_February_2014_Geometry_Solutions.pdf
HMMT February 2014 Geometry #10,\frac{1235}{108},HMMT_February_2014_Geometry_Solutions.pdf
HMMT February 2014 Guts #1,3 \cdot 7 \cdot 19 \cdot 401,HMMT_February_2014_Guts_Solutions.pdf
HMMT February 2014 Guts #2,\frac{50}{3},HMMT_February_2014_Guts_Solutions.pdf
HMMT February 2014 Guts #3,\frac{\pi\sqrt{3}}{12},HMMT_February_2014_Guts_Solutions.pdf
HMMT February 2014 Guts #4,\frac{217}{900},HMMT_February_2014_Guts_Solutions.pdf
HMMT February 2014 Guts #5,\frac{175}{1296},HMMT_February_2014_Guts_Solutions.pdf
HMMT February 2014 Guts #6,"0, 1, 3, 4, 6",HMMT_February_2014_Guts_Solutions.pdf
HMMT February 2014 Guts #7,4\sqrt{5},HMMT_February_2014_Guts_Solutions.pdf
HMMT February 2014 Guts #8,131069,HMMT_February_2014_Guts_Solutions.pdf
HMMT February 2014 Guts #9,\frac{5\sqrt{6}}{3},HMMT_February_2014_Guts_Solutions.pdf
HMMT February 2014 Guts #10,2^{2014},HMMT_February_2014_Guts_Solutions.pdf
HMMT February 2014 Guts #11,\frac{11}{4},HMMT_February_2014_Guts_Solutions.pdf
HMMT February 2014 Guts #12,x^3 - 3x^2 + 9x - 9,HMMT_February_2014_Guts_Solutions.pdf
HMMT February 2014 Guts #13,\binom{100}{50}2^{98},HMMT_February_2014_Guts_Solutions.pdf
HMMT February 2014 Guts #14,\sqrt{4027},HMMT_February_2014_Guts_Solutions.pdf
HMMT February 2014 Guts #15,\frac{1}{2}(7 - 3\sqrt{5}),HMMT_February_2014_Guts_Solutions.pdf
HMMT February 2014 Guts #16,\frac{72 + 32\sqrt{2}}{7},HMMT_February_2014_Guts_Solutions.pdf
HMMT February 2014 Guts #17,1007,HMMT_February_2014_Guts_Solutions.pdf
HMMT February 2014 Guts #18,1940,HMMT_February_2014_Guts_Solutions.pdf
HMMT February 2014 Guts #19,\frac{256}{7},HMMT_February_2014_Guts_Solutions.pdf
HMMT February 2014 Guts #20,\frac{1}{2}(16^{2014} - 14^{2014}),HMMT_February_2014_Guts_Solutions.pdf
HMMT February 2014 Guts #21,6528,HMMT_February_2014_Guts_Solutions.pdf
HMMT February 2014 Guts #22,2\sqrt{42},HMMT_February_2014_Guts_Solutions.pdf
HMMT February 2014 Guts #23,\frac{8825}{201},HMMT_February_2014_Guts_Solutions.pdf
HMMT February 2014 Guts #24,1267,HMMT_February_2014_Guts_Solutions.pdf
HMMT February 2014 Guts #25,\frac{846\sqrt{3}}{49},HMMT_February_2014_Guts_Solutions.pdf
HMMT February 2014 Guts #26,\frac{1}{2014!2014},HMMT_February_2014_Guts_Solutions.pdf
HMMT February 2014 Guts #27,5530,HMMT_February_2014_Guts_Solutions.pdf
HMMT February 2014 Guts #28,\frac{3^{2014}}{2^{2014} \cdot 2014!},HMMT_February_2014_Guts_Solutions.pdf
HMMT February 2014 Guts #29,5,HMMT_February_2014_Guts_Solutions.pdf
HMMT February 2014 Guts #30,1 - \frac{\sqrt{2}}{2},HMMT_February_2014_Guts_Solutions.pdf
HMMT February 2014 Guts #31,\frac{2014(1 + \binom{2013}{1007})}{2^{2014}},HMMT_February_2014_Guts_Solutions.pdf
HMMT February 2014 Guts #32,"(1, 2), (4, 2), (\frac{5}{2}, 2 \pm \frac{3}{2}i)",HMMT_February_2014_Guts_Solutions.pdf
HMMT February 2014 Guts #33,0.2937156494680644,HMMT_February_2014_Guts_Solutions.pdf
HMMT February 2014 Guts #34,0.9102805441016536,HMMT_February_2014_Guts_Solutions.pdf
HMMT February 2014 Guts #35,1661,HMMT_February_2014_Guts_Solutions.pdf
HMMT February 2014 Guts #36,N/A,HMMT_February_2014_Guts_Solutions.pdf
HMMT February 2014 Team #1,N/A,HMMT_February_2014_Team_Solutions.pdf
HMMT February 2014 Team #2,127,HMMT_February_2014_Team_Solutions.pdf
HMMT February 2014 Team #3,\frac{n(n+1)}{2},HMMT_February_2014_Team_Solutions.pdf
HMMT February 2014 Team #4,101 \cdot 2^{49} - 50,HMMT_February_2014_Team_Solutions.pdf
HMMT February 2014 Team #5,\frac{4}{3},HMMT_February_2014_Team_Solutions.pdf
HMMT February 2014 Team #6,N/A,HMMT_February_2014_Team_Solutions.pdf
HMMT February 2014 Team #7,7,HMMT_February_2014_Team_Solutions.pdf
HMMT February 2014 Team #8,\frac{96}{41},HMMT_February_2014_Team_Solutions.pdf
HMMT February 2014 Team #9,N/A,HMMT_February_2014_Team_Solutions.pdf
HMMT February 2014 Team #10,N/A,HMMT_February_2014_Team_Solutions.pdf
HMMT February 2015 Algebra #1,254,HMMT_February_2015_Algebra_Solutions.pdf
HMMT February 2015 Algebra #2,14,HMMT_February_2015_Algebra_Solutions.pdf
HMMT February 2015 Algebra #3,"(-1, -5)",HMMT_February_2015_Algebra_Solutions.pdf
HMMT February 2015 Algebra #4,20503,HMMT_February_2015_Algebra_Solutions.pdf
HMMT February 2015 Algebra #5,\frac{25}{9},HMMT_February_2015_Algebra_Solutions.pdf
HMMT February 2015 Algebra #6,153,HMMT_February_2015_Algebra_Solutions.pdf
HMMT February 2015 Algebra #7,-9 + 3\sqrt{13},HMMT_February_2015_Algebra_Solutions.pdf
HMMT February 2015 Algebra #8,225,HMMT_February_2015_Algebra_Solutions.pdf
HMMT February 2015 Algebra #9,24,HMMT_February_2015_Algebra_Solutions.pdf
HMMT February 2015 Algebra #10,"(5, -3, 2, 3)",HMMT_February_2015_Algebra_Solutions.pdf
HMMT February 2015 Combinatorics #1,25,HMMT_February_2015_Combinatorics_Solutions.pdf
HMMT February 2015 Combinatorics #2,\frac{3}{7},HMMT_February_2015_Combinatorics_Solutions.pdf
HMMT February 2015 Combinatorics #3,\frac{11}{2^{20}},HMMT_February_2015_Combinatorics_Solutions.pdf
HMMT February 2015 Combinatorics #4,-501,HMMT_February_2015_Combinatorics_Solutions.pdf
HMMT February 2015 Combinatorics #5,577,HMMT_February_2015_Combinatorics_Solutions.pdf
HMMT February 2015 Combinatorics #6,39601,HMMT_February_2015_Combinatorics_Solutions.pdf
HMMT February 2015 Combinatorics #7,\binom{4030}{2016}/2^{4030},HMMT_February_2015_Combinatorics_Solutions.pdf
HMMT February 2015 Combinatorics #8,127,HMMT_February_2015_Combinatorics_Solutions.pdf
HMMT February 2015 Combinatorics #9,\frac{9}{26},HMMT_February_2015_Combinatorics_Solutions.pdf
HMMT February 2015 Combinatorics #10,\frac{17^{15}}{16!^2},HMMT_February_2015_Combinatorics_Solutions.pdf
HMMT February 2015 Geometry #1,\frac{3}{4},HMMT_February_2015_Geometry_Solutions.pdf
HMMT February 2015 Geometry #2,\frac{28}{3},HMMT_February_2015_Geometry_Solutions.pdf
HMMT February 2015 Geometry #3,\frac{\sqrt{2}}{2},HMMT_February_2015_Geometry_Solutions.pdf
HMMT February 2015 Geometry #4,\frac{37}{76},HMMT_February_2015_Geometry_Solutions.pdf
HMMT February 2015 Geometry #5,\frac{\pi}{3},HMMT_February_2015_Geometry_Solutions.pdf
HMMT February 2015 Geometry #6,63,HMMT_February_2015_Geometry_Solutions.pdf
HMMT February 2015 Geometry #7,\frac{17}{144},HMMT_February_2015_Geometry_Solutions.pdf
HMMT February 2015 Geometry #8,\frac{2\pi}{3} + \frac{\sqrt{3}}{4},HMMT_February_2015_Geometry_Solutions.pdf
HMMT February 2015 Geometry #9,\frac{4}{7},HMMT_February_2015_Geometry_Solutions.pdf
HMMT February 2015 Geometry #10,"\left(\frac{12}{5}, \frac{8}{5}\right)",HMMT_February_2015_Geometry_Solutions.pdf
HMMT February 2015 Guts #1,4,HMMT_February_2015_Guts_Solutions.pdf
HMMT February 2015 Guts #2,2,HMMT_February_2015_Guts_Solutions.pdf
HMMT February 2015 Guts #3,1,HMMT_February_2015_Guts_Solutions.pdf
HMMT February 2015 Guts #4,-\frac{3}{8},HMMT_February_2015_Guts_Solutions.pdf
HMMT February 2015 Guts #5,24,HMMT_February_2015_Guts_Solutions.pdf
HMMT February 2015 Guts #6,8,HMMT_February_2015_Guts_Solutions.pdf
HMMT February 2015 Guts #7,\frac{1}{16777216},HMMT_February_2015_Guts_Solutions.pdf
HMMT February 2015 Guts #8,0.09,HMMT_February_2015_Guts_Solutions.pdf
HMMT February 2015 Guts #9,16,HMMT_February_2015_Guts_Solutions.pdf
HMMT February 2015 Guts #10,-1006,HMMT_February_2015_Guts_Solutions.pdf
HMMT February 2015 Guts #11,1414,HMMT_February_2015_Guts_Solutions.pdf
HMMT February 2015 Guts #12,31,HMMT_February_2015_Guts_Solutions.pdf
HMMT February 2015 Guts #13,9496,HMMT_February_2015_Guts_Solutions.pdf
HMMT February 2015 Guts #14,8,HMMT_February_2015_Guts_Solutions.pdf
HMMT February 2015 Guts #15,8,HMMT_February_2015_Guts_Solutions.pdf
HMMT February 2015 Guts #16,376,HMMT_February_2015_Guts_Solutions.pdf
HMMT February 2015 Guts #17,2016,HMMT_February_2015_Guts_Solutions.pdf
HMMT February 2015 Guts #18,246,HMMT_February_2015_Guts_Solutions.pdf
HMMT February 2015 Guts #19,8,HMMT_February_2015_Guts_Solutions.pdf
HMMT February 2015 Guts #20,\frac{2046\pi}{2047},HMMT_February_2015_Guts_Solutions.pdf
HMMT February 2015 Guts #21,4,HMMT_February_2015_Guts_Solutions.pdf
HMMT February 2015 Guts #22,\frac{2015 \cdot 2013}{4},HMMT_February_2015_Guts_Solutions.pdf
HMMT February 2015 Guts #23,5,HMMT_February_2015_Guts_Solutions.pdf
HMMT February 2015 Guts #24,\sqrt{\frac{8463}{7}},HMMT_February_2015_Guts_Solutions.pdf
HMMT February 2015 Guts #25,8,HMMT_February_2015_Guts_Solutions.pdf
HMMT February 2015 Guts #26,\frac{4}{3},HMMT_February_2015_Guts_Solutions.pdf
HMMT February 2015 Guts #27,\frac{1816}{6561},HMMT_February_2015_Guts_Solutions.pdf
HMMT February 2015 Guts #28,\sqrt{19},HMMT_February_2015_Guts_Solutions.pdf
HMMT February 2015 Guts #29,\frac{4\sqrt{5}}{5},HMMT_February_2015_Guts_Solutions.pdf
HMMT February 2015 Guts #30,-\frac{7}{16},HMMT_February_2015_Guts_Solutions.pdf
HMMT February 2015 Guts #31,10,HMMT_February_2015_Guts_Solutions.pdf
HMMT February 2015 Guts #32,\frac{216\pi^3 - 2187\sqrt{3}}{8\pi^2},HMMT_February_2015_Guts_Solutions.pdf
HMMT February 2015 Guts #33,621,HMMT_February_2015_Guts_Solutions.pdf
HMMT February 2015 Guts #34,1.813759629294 \times 10^{12},HMMT_February_2015_Guts_Solutions.pdf
HMMT February 2015 Guts #35,0.3950203047068107,HMMT_February_2015_Guts_Solutions.pdf
HMMT February 2015 Guts #36,1462105,HMMT_February_2015_Guts_Solutions.pdf
HMMT February 2015 Team #1,-28,HMMT_February_2015_Team_Solutions.pdf
HMMT February 2015 Team #2,N/A,HMMT_February_2015_Team_Solutions.pdf
HMMT February 2015 Team #3,N/A,HMMT_February_2015_Team_Solutions.pdf
HMMT February 2015 Team #4,N/A,HMMT_February_2015_Team_Solutions.pdf
HMMT February 2015 Team #5,1 < \frac{S}{D} < 2,HMMT_February_2015_Team_Solutions.pdf
HMMT February 2015 Team #6,N/A,HMMT_February_2015_Team_Solutions.pdf
HMMT February 2015 Team #7,N/A,HMMT_February_2015_Team_Solutions.pdf
HMMT February 2015 Team #8,\binom{2014}{2},HMMT_February_2015_Team_Solutions.pdf
HMMT February 2015 Team #9,13,HMMT_February_2015_Team_Solutions.pdf
HMMT February 2015 Team #10,1 + \frac{1}{2014 \cdot 2015},HMMT_February_2015_Team_Solutions.pdf
HMMT February 2016 Algebra #1,\frac{20}{29},HMMT_February_2016_Algebra_Solutions.pdf
HMMT February 2016 Algebra #2,"1,2,4",HMMT_February_2016_Algebra_Solutions.pdf
HMMT February 2016 Algebra #3,7294927,HMMT_February_2016_Algebra_Solutions.pdf
HMMT February 2016 Algebra #4,14,HMMT_February_2016_Algebra_Solutions.pdf
HMMT February 2016 Algebra #5,3,HMMT_February_2016_Algebra_Solutions.pdf
HMMT February 2016 Algebra #6,50,HMMT_February_2016_Algebra_Solutions.pdf
HMMT February 2016 Algebra #7,14,HMMT_February_2016_Algebra_Solutions.pdf
HMMT February 2016 Algebra #8,30,HMMT_February_2016_Algebra_Solutions.pdf
HMMT February 2016 Algebra #9,995 \times 2^{998},HMMT_February_2016_Algebra_Solutions.pdf
HMMT February 2016 Algebra #10,52,HMMT_February_2016_Algebra_Solutions.pdf
HMMT February 2016 Combinatorics #1,4,HMMT_February_2016_Combinatorics_Solutions.pdf
HMMT February 2016 Combinatorics #2,6,HMMT_February_2016_Combinatorics_Solutions.pdf
HMMT February 2016 Combinatorics #3,2520,HMMT_February_2016_Combinatorics_Solutions.pdf
HMMT February 2016 Combinatorics #4,81,HMMT_February_2016_Combinatorics_Solutions.pdf
HMMT February 2016 Combinatorics #5,\frac{63}{2},HMMT_February_2016_Combinatorics_Solutions.pdf
HMMT February 2016 Combinatorics #6,51,HMMT_February_2016_Combinatorics_Solutions.pdf
